id,rank,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount
tt0053488,153,The Bugs Bunny Show,The Bugs Bunny Show (1960),1960,"https://m.media-amazon.com/images/M/MV5BMzczMzM3M2EtY2E1MS00ZjA2LTg0ZjctOWNjZWMxN2NkYzFkXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX128_CR0,3,128,176_AL_.jpg","Mel Blanc, Joe Bronx",8.5,32951
tt2100976,154,Impractical Jokers,Impractical Jokers (2011),2011,"https://m.media-amazon.com/images/M/MV5BZjhlYTllNzgtOTQ5Ni00MTI1LWJmZjktOTc2NTZkYWVlYjllXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX128_CR0,1,128,176_AL_.jpg","Brian Quinn, James Murray",8.5,37982
tt1870479,155,The Newsroom,The Newsroom (2012),2012,"https://m.media-amazon.com/images/M/MV5BZDI0OWIwMTgtZGIyOC00ODRhLWIwNjAtOWViZmMwOWYwOGViXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX128_CR0,3,128,176_AL_.jpg","Jeff Daniels, Emily Mortimer",8.5,112169
tt1518542,156,Sarabhai V/S Sarabhai,Sarabhai V/S Sarabhai (2004),2004,"https://m.media-amazon.com/images/M/MV5BNjYxNzBhMmQtZjM4Yy00MGZiLWFmNDAtYmVkZGM0MWNlMTU3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Satish Shah, Ratna Pathak Shah",8.5,16417
tt0863046,157,Flight of the Conchords,Flight of the Conchords (2007),2007,"https://m.media-amazon.com/images/M/MV5BNTM4M2VhY2UtZTJmMi00YmFjLTk4OWItMzU2ZDA3NTUxZjYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Jemaine Clement, Bret McKenzie",8.5,58972
tt0275137,158,Justice League,Justice League (2001),2001,"https://m.media-amazon.com/images/M/MV5BMDE2ODk0ZTctMGI4Ni00ODgwLTk4OTAtOGNiNjZkMzI3NTY0XkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_UX128_CR0,3,128,176_AL_.jpg","Carl Lumbly, Phil LaMarr",8.5,44910
tt10850932,159,Crash Landing on You,Crash Landing on You (2019),2019,"https://m.media-amazon.com/images/M/MV5BMzRiZWUyN2YtNDI4YS00NTg2LTg0OTgtMGI2ZjU4ODQ4Yjk3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_UX128_CR0,1,128,176_AL_.jpg","Hyun Bin, Son Ye-jin",8.5,23233
tt12343534,160,Jujutsu Kaisen,Jujutsu Kaisen (2020),2020,"https://m.media-amazon.com/images/M/MV5BNzQyYzU3Y2MtOWY2Yy00ZGM2LTg3ZTUtMDJkZTJiMmEzMjYxXkEyXkFqcGdeQXVyMTI2NTY3NDg5._V1_UY176_CR6,0,128,176_AL_.jpg","Junya Enoki, Adam McArthur",8.5,43915
tt0088509,161,Dragon Ball,Dragon Ball (1986),1986,"https://m.media-amazon.com/images/M/MV5BMjRlYTYyMDUtOGY5MC00MmFiLTljOTMtM2QzOWZjMWViN2FiL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Masako Nozawa, Jôji Yanami",8.5,54343
tt12004706,162,Panchayat,Panchayat (2020),2020,"https://m.media-amazon.com/images/M/MV5BMTllYzQ0MzctZTI4Ny00YTE2LTkzYjktMTc4ZWE2MDUxNzk2XkEyXkFqcGdeQXVyNzEyNTM4MTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Jitendra Kumar, Raghuvir Yadav",8.5,48947
tt8595766,163,Yeh Meri Family,Yeh Meri Family (2018),2018,"https://m.media-amazon.com/images/M/MV5BZWMxMjBiZmUtMjM1Yi00ODk4LWE4MjctNmFlYzIzNmE4MmU4XkEyXkFqcGdeQXVyNzEyNTM4MTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Vishesh Bansal, Mona Singh",8.5,22948
tt0080306,164,Yes Minister,Yes Minister (1980),1980,"https://m.media-amazon.com/images/M/MV5BZjlkOGIyOWUtN2I2My00MzFjLTlhYTQtYmRkZjQ3Nzg1MWY4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Paul Eddington, Nigel Hawthorne",8.5,14211
tt0280249,165,Dragon Ball,Dragon Ball (1995),1995,"https://m.media-amazon.com/images/M/MV5BNDYyNTJkNmItYjgxNC00ODliLTg2MGMtZjkxNjEwYzdjNjUxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY176_CR6,0,128,176_AL_.jpg","Brice Armstrong, Steve Olson",8.5,58080
tt0187664,166,Spaced,Spaced (1999),1999,"https://m.media-amazon.com/images/M/MV5BMmNjODUxNzctOWU2Zi00ZGU3LWI2MDEtMjZjNjE2MmJiMDZiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Simon Pegg, Jessica Hynes",8.5,53591
tt9544034,167,The Family Man,The Family Man (2019),2019,"https://m.media-amazon.com/images/M/MV5BMzRjZWVmMzItNTdmYS00OWEzLTgyOGUtNThiNTU2ZThlYjY0XkEyXkFqcGdeQXVyMTIxMDk2NDE4._V1_UY176_CR6,0,128,176_AL_.jpg","Manoj Bajpayee, Samantha Ruth Prabhu",8.5,80681
tt0314979,168,Battlestar Galactica,Battlestar Galactica (2003),2003,"https://m.media-amazon.com/images/M/MV5BZjJlYzgzOWUtZmJlZi00ZGM4LTliNzctNWFkNThlMDJhZDQxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Edward James Olmos, Mary McDonnell",8.5,73601
tt0237123,169,Coupling,Coupling (2000),2000,"https://m.media-amazon.com/images/M/MV5BMTQzMDk1ODI2M15BMl5BanBnXkFtZTYwNjMyNDk4._V1_UX128_CR0,3,128,176_AL_.jpg","Jack Davenport, Gina Bellman",8.5,44834
tt1586680,170,Shameless,Shameless (2011),2011,"https://m.media-amazon.com/images/M/MV5BZDgxNjQ2MjMtMjk2Yi00M2Q2LWI0ZDktOGM1NWI5YWUzMjk4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX128_CR0,3,128,176_AL_.jpg","Emmy Rossum, William H. Macy",8.5,226758
tt7221388,171,Cobra Kai,Cobra Kai (2018),2018,"https://m.media-amazon.com/images/M/MV5BY2NmNzEzN2QtMTBhOC00OGY1LThkMGMtZTIwMTE3MmUyNDc1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY176_CR6,0,128,176_AL_.jpg","Ralph Macchio, William Zabka",8.5,160384
tt0158417,172,Mahabharat,Mahabharat (1988),1988,"https://m.media-amazon.com/images/M/MV5BZDZkZGUxNmEtOWM0MC00ODJkLWEyYzgtNDJjMzJkZWQ4MjdkXkEyXkFqcGdeQXVyODAzNzAwOTU@._V1_UY176_CR0,0,128,176_AL_.jpg","Harish Bhimani, Nitish Bharadwaj",8.5,16641
tt0106028,173,Homicide: Life on the Street,Homicide: Life on the Street (1993),1993,"https://m.media-amazon.com/images/M/MV5BYTVmZTRhNWItNmQ3Yi00MzNiLWJiZTctOWMyOWRlMDY4YWMyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX128_CR0,1,128,176_AL_.jpg","Richard Belzer, Clark Johnson",8.5,12485
tt4158110,174,Mr. Robot,Mr. Robot (2015),2015,"https://m.media-amazon.com/images/M/MV5BMzgxMmQxZjQtNDdmMC00MjRlLTk1MDEtZDcwNTdmOTg0YzA2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX128_CR0,3,128,176_AL_.jpg","Rami Malek, Christian Slater",8.5,369225
tt0290978,175,The Office,The Office (2001),2001,"https://m.media-amazon.com/images/M/MV5BYWI2YmI2ZmMtMTZjMC00MzMzLWI5ODItNDY1OTg3YjNmZmUxXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_UX128_CR0,1,128,176_AL_.jpg","Ricky Gervais, Martin Freeman",8.5,108319
tt0487831,176,The IT Crowd,The IT Crowd (2006),2006,"https://m.media-amazon.com/images/M/MV5BMjE5MThjMzAtNWVmNC00YThkLTlmNzktMTM3Yzk4YTZhMTgwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,1,128,176_AL_.jpg","Chris O'Dowd, Richard Ayoade",8.5,145860
tt1492966,177,Louie,Louie (2010),2010,"https://m.media-amazon.com/images/M/MV5BMTg4NDE2NTEzM15BMl5BanBnXkFtZTgwMTc2MTExODE@._V1_UX128_CR0,3,128,176_AL_.jpg","Louis C.K., Hadley Delany",8.5,77605
tt0403778,178,Long Way Round,Long Way Round (2004),2004,"https://m.media-amazon.com/images/M/MV5BYTAxNWFmMTktMDVjNC00YWFkLTg2NDQtNjQwODZlYmQ2YTA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Ewan McGregor, Charley Boorman",8.5,13761
tt0421357,179,Fullmetal Alchemist,Fullmetal Alchemist (2003),2003,"https://m.media-amazon.com/images/M/MV5BZDMwZjg5ODgtMjVhMS00ZmVkLWI2YTMtMmQzZDI3ZjMwMDIwXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UX128_CR0,1,128,176_AL_.jpg","Vic Mignogna, Aaron Dismuke",8.5,68129
tt0423731,180,Samurai Champloo,Samurai Champloo (2004),2004,"https://m.media-amazon.com/images/M/MV5BOWNhMDMyMDYtNzJlOS00YzhhLWFiMjktYWY1MzMzZGZhOGRjXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_UX128_CR0,3,128,176_AL_.jpg","Kazuya Nakai, Ginpei Sato",8.5,46063
tt0163507,181,Whose Line Is It Anyway?,Whose Line Is It Anyway? (1998),1998,"https://m.media-amazon.com/images/M/MV5BYmJjMTVhYjQtMjBmMC00NWYxLTk2YmEtYWIxZDUzYjljZTYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Drew Carey, Colin Mochrie",8.5,42470
tt7908628,182,What We Do in the Shadows,What We Do in the Shadows (2019),2019,"https://m.media-amazon.com/images/M/MV5BYzZhZWVkNzYtZjZmOS00MTE1LWFkZTQtYzViYWU0MDU3MDIxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY176_CR8,0,128,176_AL_.jpg","Kayvan Novak, Matt Berry",8.5,62280
tt10530900,183,Gullak,Gullak (2019),2019,"https://m.media-amazon.com/images/M/MV5BMmRjOTBjMGEtMGFmZi00MDc0LTgwNzMtNjMzZTUyM2M4ZTY1XkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Jameel Khan, Geetanjali Kulkarni",8.5,11670
tt4063800,184,The Bureau,The Bureau (2015),2015,"https://m.media-amazon.com/images/M/MV5BOGRmMDEwOWUtNGI0Ny00YWY3LTkxNmEtZTkwN2FjMjU1YzgwXkEyXkFqcGdeQXVyNTk0MTE2NzU@._V1_UY176_CR0,0,128,176_AL_.jpg","Mathieu Kassovitz, Florence Loiret Caille",8.5,10701
tt1513168,185,Through the Wormhole,Through the Wormhole (2010),2010,"https://m.media-amazon.com/images/M/MV5BMDhkMTY2NGQtMWY4Mi00ZjhmLWIzNGYtZDJhODkwNTM5NTIzXkEyXkFqcGdeQXVyNDk3NDEzMzk@._V1_UX128_CR0,3,128,176_AL_.jpg","Morgan Freeman, Sean Carroll",8.5,17560
tt0417373,186,The Venture Bros.,The Venture Bros. (2003),2003,"https://m.media-amazon.com/images/M/MV5BMGQzMzc4ZGMtMzljYS00YmRjLTg1MDctOTBiM2ZmZDg4NDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Christopher McCulloch, James Urbaniak",8.5,25309
tt7562112,187,Pose,Pose (2018),2018,"https://m.media-amazon.com/images/M/MV5BMjQ2ZDMzNmMtZWZmZC00MTFjLWFiMTMtNzJjY2Q3ZjQ3MmI0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Michaela Jaé (MJ) Rodriguez, Dominique Jackson",8.5,27451
tt5288312,188,Skam,Skam (2015),2015,"https://m.media-amazon.com/images/M/MV5BMzc5NmE5ZDItZGQxZC00ZTdhLThlYzktYjE0NWIyZDM3OGRlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Josefine Frida Pettersen, Iman Meskini",8.5,32170
tt4647692,189,Letterkenny,Letterkenny (2016),2016,"https://m.media-amazon.com/images/M/MV5BMzRjOWYyNDUtYTJhMC00ZmZmLThlYmYtOWJkMzk4MGQ2NDFhXkEyXkFqcGdeQXVyMjQyMDc5MA@@._V1_UX128_CR0,3,128,176_AL_.jpg","Michelle Mylett, Jared Keeso",8.5,20385
tt0436992,190,Doctor Who,Doctor Who (2005),2005,"https://m.media-amazon.com/images/M/MV5BZWJhYjFmZDEtNTVlYy00NGExLWJhZWItNTAxODY5YTc3MDFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,1,128,176_AL_.jpg","Jodie Whittaker, Peter Capaldi",8.5,216130
tt0129690,191,I'm Alan Partridge,I'm Alan Partridge (1997),1997,"https://m.media-amazon.com/images/M/MV5BODRmYzYzZjItMzNmYy00NGE5LTk0MjctYWJkOGNlOWM2MWM1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Steve Coogan, Simon Greenall",8.5,20081
tt6108262,192,Black Sun,Black Sun (2017),2017,"https://m.media-amazon.com/images/M/MV5BYjAzMzc3OTMtZTAzNi00OWI0LWJmOGEtYjI3MWZmY2IzNDkxXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_UX128_CR0,1,128,176_AL_.jpg","Andrija Kuzmanovic, Marija Bergam",8.5,11134
tt0086831,193,"Yes, Prime Minister","Yes, Prime Minister (1986)",1986,"https://m.media-amazon.com/images/M/MV5BZDAyOTQ5YWUtNjNiZS00NmJiLTljNDItMzU2YWNjMjk4MTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Paul Eddington, Nigel Hawthorne",8.5,11024
tt1442449,194,Spartacus,Spartacus (2010),2010,"https://m.media-amazon.com/images/M/MV5BZWQ4MjA2YzEtOTQzYi00NWQ1LWI0ZDEtN2VkZjhmYTc3MzU0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","Andy Whitfield, Lucy Lawless",8.5,235510
tt0278238,195,Samurai Jack,Samurai Jack (2001),2001,"https://m.media-amazon.com/images/M/MV5BZWQ2MDNiNTItYmM3ZS00MmI4LWFlMDQtOGVhYzlhZmZkNzI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Phil LaMarr, Mako",8.5,50896
tt1124373,196,Sons of Anarchy,Sons of Anarchy (2008),2008,"https://m.media-amazon.com/images/M/MV5BYTMxMGY1OGQtZmUzNy00NjhmLTlhNzItZDBiNzhlMTgwZjZlXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","Charlie Hunnam, Katey Sagal",8.5,284744
tt0417349,197,North & South,North & South (2004),2004,"https://m.media-amazon.com/images/M/MV5BYjU4NGI4MjQtOTJlZC00Y2UxLWFiMDAtODJhZDFmYmVjMTY3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX128_CR0,1,128,176_AL_.jpg","Daniela Denby-Ashe, Richard Armitage",8.5,31817
tt0290988,198,Trailer Park Boys,Trailer Park Boys (2001),2001,"https://m.media-amazon.com/images/M/MV5BOTA0NTAwMTc1MF5BMl5BanBnXkFtZTgwODk2NjY0ODE@._V1_UX128_CR0,1,128,176_AL_.jpg","John Paul Tremblay, Robb Wells",8.5,41039
tt2575988,199,Silicon Valley,Silicon Valley (2014),2014,"https://m.media-amazon.com/images/M/MV5BM2Q5YjNjZWMtYThmYy00N2ZjLWE2NDctNmZjMmZjYWE2NjEwXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_UX128_CR0,1,128,176_AL_.jpg","Thomas Middleditch, T.J. Miller",8.5,141625
tt1758429,200,Spartacus: Gods of the Arena,Spartacus: Gods of the Arena (2011),2011,"https://m.media-amazon.com/images/M/MV5BMTYyMjI4NzYxOF5BMl5BanBnXkFtZTcwNTUwMTc1NA@@._V1_UX128_CR0,3,128,176_AL_.jpg","John Hannah, Manu Bennett",8.5,134112
tt0112159,201,Neon Genesis Evangelion,Neon Genesis Evangelion (1995),1995,"https://m.media-amazon.com/images/M/MV5BYjY1Y2ZmNDctZWQ3Yy00MTE3LTk2M2QtMjQ0MDA5ODVjMDEyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Megumi Ogata, Megumi Hayashibara",8.5,62928
tt0149460,202,Futurama,Futurama (1999),1999,"https://m.media-amazon.com/images/M/MV5BNzA2ZDk2ZTUtMWU2Yi00NDVmLTk1ODEtMmFmMjQyNWYzODI0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Billy West, John DiMaggio",8.5,227766
tt0118273,203,Brass Eye,Brass Eye (1997),1997,"https://m.media-amazon.com/images/M/MV5BOGRjYzI3OGEtZDFmNi00OWQxLWFjODgtZDUyNWMxYjI4MjA5XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,3,128,176_AL_.jpg","Christopher Morris, Mark Heap",8.5,10489
tt1534360,204,Ezel,Ezel (2009),2009,"https://m.media-amazon.com/images/M/MV5BMjIzOTY1YTYtNmRhMC00MzAxLWEzMzUtM2ZiMmYwNTY0MjMyXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_UX128_CR0,1,128,176_AL_.jpg","Kenan Imirzalioglu, Cansu Dere",8.5,31106
tt0203082,205,Rurouni Kenshin: Trust and Betrayal,Rurouni Kenshin: Trust and Betrayal (1999),1999,"https://m.media-amazon.com/images/M/MV5BM2FiOWE5MjctNWMxMC00ZTE5LWFmMGMtNzVlZjRhZDMzNTFmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,1,128,176_AL_.jpg","Mayo Suzukaze, Junko Iwao",8.5,14412
tt2701582,206,Endeavour,Endeavour (2012),2012,"https://m.media-amazon.com/images/M/MV5BYjRkZTRkNDUtMTliMC00MjAzLTg4MDUtNjBmODYxMmFkZGU3XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UX128_CR0,1,128,176_AL_.jpg","Shaun Evans, Roger Allam",8.5,23897
tt4082744,207,Detectorists,Detectorists (2014),2014,"https://m.media-amazon.com/images/M/MV5BZGUyOWJiYTUtN2E0Ni00MGUwLTk4ZjktYzc3ZmRkNzVlNTU0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX128_CR0,3,128,176_AL_.jpg","Mackenzie Crook, Toby Jones",8.5,13526
tt2243973,208,Hannibal,Hannibal (2013),2013,"https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,1,128,176_AL_.jpg","Hugh Dancy, Mads Mikkelsen",8.5,245373
tt0120570,209,From the Earth to the Moon,From the Earth to the Moon (1998),1998,"https://m.media-amazon.com/images/M/MV5BOWIzMjU1OTQtY2QwNC00YTUwLTg2NmUtYzg2ZDQ3YTkzNzA4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX128_CR0,3,128,176_AL_.jpg","Tom Hanks, Nick Searcy",8.5,12006
tt1439629,210,Community,Community (2009),2009,"https://m.media-amazon.com/images/M/MV5BNDQ5NDZiYjktZmFmMy00MjAxLTk1MDktOGZjYTY5YTE1ODdmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Joel McHale, Danny Pudi",8.5,248115
tt4093826,211,Twin Peaks,Twin Peaks (2017),2017,"https://m.media-amazon.com/images/M/MV5BZWZiNWI0MzgtMDMyYS00NDY2LWI0Y2YtNTQ2ZWJhNzU2NTEyXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX128_CR0,3,128,176_AL_.jpg","Kyle MacLachlan, Sheryl Lee",8.5,64455
tt5897304,212,Mob Psycho 100,Mob Psycho 100 (2016),2016,"https://m.media-amazon.com/images/M/MV5BZmE1NjIyNjYtMTVmMy00M2YyLTljMjMtZGQwYmUxOTU4NjRlXkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_UX128_CR0,3,128,176_AL_.jpg","Setsuo Ito, Takahiro Sakurai",8.5,25410
tt0995832,213,Generation Kill,Generation Kill (2008),2008,"https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Alexander Skarsgård, James Ransone",8.5,51718
tt3230854,214,The Expanse,The Expanse (2015),2015,"https://m.media-amazon.com/images/M/MV5BZDVmMDljM2QtZDkzZC00ZDg2LWFiMGItZjNiNjliZjg2MGEzXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Strait, Dominique Tipper",8.5,143111
tt2401256,215,The Night Of,The Night Of (2016),2016,"https://m.media-amazon.com/images/M/MV5BMjQyOTgxMDI0Nl5BMl5BanBnXkFtZTgwOTE4MzczOTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Riz Ahmed, John Turturro",8.5,141532
tt1230180,216,The Angry Video Game Nerd,The Angry Video Game Nerd (2004),2004,"https://m.media-amazon.com/images/M/MV5BYzExNjRkZmItYzFlNi00ZWI5LWE2MTEtNTcyZDQ1Y2QyZjBiXkEyXkFqcGdeQXVyNjg3MDM4Mzc@._V1_UX128_CR0,1,128,176_AL_.jpg","James Rolfe, Mike Matei",8.4,14704
tt3526078,217,Schitt's Creek,Schitt's Creek (2015),2015,"https://m.media-amazon.com/images/M/MV5BNWQ1ZmM3MTQtNTVhZC00MWVlLWI5ZjgtYmZiYWQxZjUzZWM0XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX128_CR0,3,128,176_AL_.jpg","Eugene Levy, Catherine O'Hara",8.4,109211
tt4295140,218,Chef's Table,Chef's Table (2015),2015,"https://m.media-amazon.com/images/M/MV5BMjE3MDQ2OTYyN15BMl5BanBnXkFtZTgwNjQ0Nzg0NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Massimo Bottura, Francis Mallmann",8.4,14982
tt0047708,219,Alfred Hitchcock Presents,Alfred Hitchcock Presents (1955),1955,"https://m.media-amazon.com/images/M/MV5BOWQ1OGI0ZTItOTNkYi00NWFhLWE3ZWYtODVmMjkzMmM1NDYwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX128_CR0,1,128,176_AL_.jpg","Alfred Hitchcock, Harry Tyler",8.4,16655
tt3920596,220,Big Little Lies,Big Little Lies (2017),2017,"https://m.media-amazon.com/images/M/MV5BZmNjYzdjN2ItOTBlNy00Mjc0LWE4YmMtYTQ4ZjQzNTMyNDc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Reese Witherspoon, Nicole Kidman",8.4,185077
tt2433738,221,Wentworth,Wentworth (2013),2013,"https://m.media-amazon.com/images/M/MV5BZDkxZmFhMDAtMmIyZS00NjAwLThlYjctZDQwMWQwYzdlYWY4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX128_CR0,3,128,176_AL_.jpg","Kate Atkinson, Katrina Milosevic",8.4,21423
tt5675620,222,The Punisher,The Punisher (2017),2017,"https://m.media-amazon.com/images/M/MV5BMTExODIwOTUxNzFeQTJeQWpwZ15BbWU4MDE5MDA0MTcz._V1_UX128_CR0,3,128,176_AL_.jpg","Jon Bernthal, Amber Rose Revah",8.4,215194
tt1710308,223,Regular Show,Regular Show (2009),2009,"https://m.media-amazon.com/images/M/MV5BMTM3MjYwODA3MV5BMl5BanBnXkFtZTcwOTc5Nzc4Nw@@._V1_UX128_CR0,3,128,176_AL_.jpg","J.G. Quintel, William Salyers",8.4,38681
tt2937900,224,The Knick,The Knick (2014),2014,"https://m.media-amazon.com/images/M/MV5BMTQ5NzcyNDc5MV5BMl5BanBnXkFtZTgwMDMyOTY5NjE@._V1_UX128_CR0,3,128,176_AL_.jpg","André Holland, Clive Owen",8.4,47280
tt0472027,225,John Adams,John Adams (2008),2008,"https://m.media-amazon.com/images/M/MV5BMTQwNDc0MDE2MF5BMl5BanBnXkFtZTcwODYwNjE2MQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Paul Giamatti, Laura Linney",8.4,31692
tt5249462,226,Erased,Erased (2016),2016,"https://m.media-amazon.com/images/M/MV5BNDFmYjRkZWYtNjgyZS00YTY5LWIyMmQtZTI0OGRiOGM5NGY3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Ben Diskin, Tao Tsuchiya",8.4,41221
tt0262150,227,Black Books,Black Books (2000),2000,"https://m.media-amazon.com/images/M/MV5BODZjOGMxMGUtYTY3YS00NjcxLWFkY2EtYzc3NDVkZjk0YWY2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY176_CR0,0,128,176_AL_.jpg","Dylan Moran, Bill Bailey",8.4,57442
tt6958022,228,The Defiant Ones,The Defiant Ones (2017),2017,"https://m.media-amazon.com/images/M/MV5BNjAyMjg0MTMtZmUxZC00MzhiLTk1YzYtOGE4YWNmYmIzMjc4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Dr. Dre, Bono",8.4,13842
tt0103584,229,X-Men: The Animated Series,X-Men: The Animated Series (1992),1992,"https://m.media-amazon.com/images/M/MV5BNTVjNmEwNTMtNmQ2ZC00MGJkLWI3MDgtNzMyNTc4YjVkNTQ1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Cedric Smith, Cal Dodd",8.4,41175
tt2306299,230,Vikings,Vikings (2013),2013,"https://m.media-amazon.com/images/M/MV5BODk4ZjU0NDUtYjdlOS00OTljLTgwZTUtYjkyZjk1NzExZGIzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Katheryn Winnick, Gustaf Skarsgård",8.4,496407
tt10155688,231,Mare of Easttown,Mare of Easttown (2021),2021,"https://m.media-amazon.com/images/M/MV5BYjIyOGU1NzAtODZmYi00NGMzLWJiMjItNGNjNTFjOTM5ZDJhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Kate Winslet, Julianne Nicholson",8.4,136042
tt5071412,232,Ozark,Ozark (2017),2017,"https://m.media-amazon.com/images/M/MV5BNGY3MmUzNjktZWEzNi00ODdiLTk4ZDItZjBhMjZlYzI0NTJjXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX128_CR0,3,128,176_AL_.jpg","Jason Bateman, Laura Linney",8.4,257448
